difficulty,proficiency_group,chain_position,chain_length,delta_seconds,is_intra_session,chain_final_outcome,chain_total_time
E,G6,3,4,528,true,WA,870
E,G6,1,2,69,true,AC,69
D,G6,1,2,273,true,AC,273
D,G6,1,3,427,true,AC,573
D,G6,2,3,146,true,AC,573
D,G6,1,3,209,true,AC,660
D,G6,2,3,451,true,AC,660
D,G6,1,2,390,true,Abandon,390
D,G5,1,2,831,true,AC,831
C,G5,1,3,543,true,AC,619
C,G5,2,3,76,true,AC,619
D,G5,1,2,621,true,WA,621
D,G5,1,2,353,true,RE,353
D,G5,1,2,244,true,AC,244
E,G6,1,3,145,true,AC,819
E,G6,2,3,674,true,AC,819
F,G6,1,2,16745,false,AC,16745
D,G6,1,2,63,true,AC,63
E,G6,1,2,48980,false,AC,48980
E,G6,1,7,505,true,AC,3005
E,G6,2,7,284,true,AC,3005
E,G6,3,7,1393,true,AC,3005
E,G6,4,7,266,true,AC,3005
E,G6,5,7,301,true,AC,3005
E,G6,6,7,256,true,AC,3005
D,G5,1,2,134933,false,AC,134933
D,G5,1,3,1223,true,WA,2021
D,G5,2,3,798,true,WA,2021
E,G5,1,6,689,true,AC,2031
E,G5,2,6,409,true,AC,2031
E,G5,3,6,375,true,AC,2031
E,G5,4,6,423,true,AC,2031
E,G5,5,6,135,true,AC,2031
D,G5,1,2,146,true,Abandon,146
D,G5,1,3,192278,false,AC,4155158
D,G5,2,3,3962880,false,AC,4155158
E,G5,1,2,247,true,RE,247
D,G4,1,2,272,true,AC,272
E,G6,1,2,235,true,AC,235
D,G6,1,2,247,true,WA,247
D,G6,1,2,503887,false,AC,503887
C,G6,1,2,130,true,AC,130
D,G6,1,2,344,true,WA,344
C,G3,1,2,332,true,CE,332
C,G4,1,3,2937,true,Abandon,3575
C,G4,2,3,638,true,Abandon,3575
D,G6,1,2,25230,false,WA,25230
D,G6,1,2,52601,false,AC,52601
D,G6,1,2,491,true,Abandon,491
D,G6,1,2,543,true,AC,543
C,G6,1,2,13578,true,AC,13578
D,G4,1,2,1114,true,RE,1114
D,G4,1,2,938,true,AC,938
D,G6,1,2,1140,true,WA,1140
E,G6,1,2,435,true,WA,435
E,G6,1,2,1344,true,RE,1344
E,G6,1,3,890,true,AC,2614
E,G6,2,3,1724,true,AC,2614
C,G6,1,2,575,true,WA,575
C,G6,1,2,597,true,WA,597
C,G6,1,2,546,true,AC,546
D,G4,1,2,2963,true,RE,2963
B,G3,1,3,70,true,Abandon,307
B,G3,2,3,237,true,Abandon,307
E,G4,1,2,601,true,Abandon,601
C,G4,1,2,2268,true,Abandon,2268
D,G4,1,6,140,true,Abandon,729
D,G4,2,6,100,true,Abandon,729
D,G4,3,6,72,true,Abandon,729
D,G4,4,6,174,true,Abandon,729
D,G4,5,6,243,true,Abandon,729
B,G3,1,3,179,true,WA,377
B,G3,2,3,198,true,WA,377
B,G3,1,2,276,true,Abandon,276
D,G6,1,2,220,true,RE,220
D,G6,1,2,227,true,AC,227
D,G6,1,2,324,true,AC,324
E,G6,1,3,275,true,AC,315
E,G6,2,3,40,true,AC,315
C,G6,1,3,108,true,AC,366
C,G6,2,3,258,true,AC,366
C,G4,1,3,1726,true,AC,9011
C,G4,2,3,7285,true,AC,9011
D,G6,1,2,124,true,WA,124
D,G6,1,6,281,true,AC,4049
D,G6,2,6,929,true,AC,4049
D,G6,3,6,712,true,AC,4049
D,G6,4,6,1886,true,AC,4049
D,G6,5,6,241,true,AC,4049
D,G6,1,2,436,true,Abandon,436
D,G5,1,4,132,true,CE,597
D,G5,2,4,118,true,CE,597
D,G5,3,4,347,true,CE,597
C,G5,1,2,376,true,AC,376
E,G5,1,3,3709,true,Abandon,4496
E,G5,2,3,787,true,Abandon,4496
B,G5,1,3,10640,true,CE,10710
B,G5,2,3,70,true,CE,10710
D,G4,1,2,405,true,AC,405
D,G4,1,2,256,true,AC,256
C,G2,1,2,1325,true,WA,1325
D,G4,1,7,804,true,WA,3679
D,G4,2,7,242,true,WA,3679
D,G4,3,7,292,true,WA,3679
D,G4,4,7,907,true,WA,3679
D,G4,5,7,635,true,WA,3679
D,G4,6,7,799,true,WA,3679
C,G3,1,4,4409,true,RE,6922
C,G3,2,4,267,true,RE,6922
C,G3,3,4,2246,true,RE,6922
C,G3,1,2,116584,false,WA,116584
D,G4,1,2,63,true,RE,63
C,G4,1,2,1975,true,Abandon,1975
D,G4,1,2,53,true,AC,53
B,G2,1,2,319,true,RE,319
C,G4,1,2,1170,true,WA,1170
F,G5,1,2,190,true,Abandon,190
E,G5,1,2,304,true,Abandon,304
D,G3,1,7,186,true,Abandon,1518
D,G3,2,7,479,true,Abandon,1518
D,G3,3,7,112,true,Abandon,1518
D,G3,4,7,130,true,Abandon,1518
D,G3,5,7,179,true,Abandon,1518
D,G3,6,7,432,true,Abandon,1518
C,G3,1,2,113,true,AC,113
C,G4,1,2,536,true,Abandon,536
B,G4,1,2,194,true,Abandon,194
D,G4,1,2,1144,true,WA,1144
C,G4,1,3,138,true,AC,3931
C,G4,2,3,3793,true,AC,3931
D,G2,1,5,89,true,Abandon,1225
D,G2,2,5,671,true,Abandon,1225
D,G2,3,5,110,true,Abandon,1225
D,G2,4,5,355,true,Abandon,1225
C,G4,1,2,1191,true,AC,1191
D,G4,1,2,127,true,Abandon,127
C,G4,1,3,315,true,WA,420
C,G4,2,3,105,true,WA,420
C,G4,1,2,211,true,WA,211
D,G5,1,3,408,true,RE,5072
D,G5,2,3,4664,true,RE,5072
E,G5,1,2,932,true,AC,932
D,G4,1,2,136,true,WA,136
D,G4,1,2,279,true,Abandon,279
E,G4,1,3,593744,false,Abandon,607395
E,G4,2,3,13651,true,Abandon,607395
D,G6,1,3,155,true,AC,4734
D,G6,2,3,4579,true,AC,4734
E,G6,1,2,387,true,WA,387
D,G5,1,2,552,true,WA,552
E,G5,1,2,2429,true,AC,2429
D,G5,1,3,778,true,CE,1219
D,G5,2,3,441,true,CE,1219
D,G5,1,3,686,true,AC,1092
D,G5,2,3,406,true,AC,1092
D,G5,1,2,897,true,AC,897
D,G5,1,3,301,true,WA,689
D,G5,2,3,388,true,WA,689
D,G5,1,5,1880,true,WA,2496
D,G5,2,5,172,true,WA,2496
D,G5,3,5,217,true,WA,2496
D,G5,4,5,227,true,WA,2496
D,G3,1,3,389,true,WA,752
D,G3,2,3,363,true,WA,752
D,G4,1,3,1339,true,AC,1800
D,G4,2,3,461,true,AC,1800
B,G4,1,2,94,true,AC,94
C,G4,1,6,522,true,CE,2949
C,G4,2,6,278,true,CE,2949
C,G4,3,6,212,true,CE,2949
C,G4,4,6,1532,true,CE,2949
C,G4,5,6,405,true,CE,2949
C,G4,1,3,116,true,AC,266
C,G4,2,3,150,true,AC,266
D,G4,1,5,272,true,RE,3531
D,G4,2,5,2415,true,RE,3531
D,G4,3,5,359,true,RE,3531
D,G4,4,5,485,true,RE,3531
D,G4,1,2,520,true,WA,520
D,G4,1,2,313,true,WA,313
B,G3,1,2,190,true,AC,190
E,G6,1,2,49,true,CE,49
C,G4,1,2,2380,true,CE,2380
D,G5,1,2,1091,true,WA,1091
E,G5,1,3,264,true,Abandon,377
E,G5,2,3,113,true,Abandon,377
D,G5,1,2,1260,true,WA,1260
D,G4,1,2,666,true,AC,666
F,G6,1,2,712,true,WA,712
F,G5,1,2,155,true,Abandon,155
E,G5,1,4,164,true,RE,618
E,G5,2,4,210,true,RE,618
E,G5,3,4,244,true,RE,618
E,G5,1,6,242,true,WA,3742
E,G5,2,6,363,true,WA,3742
E,G5,3,6,231,true,WA,3742
E,G5,4,6,2010,true,WA,3742
E,G5,5,6,896,true,WA,3742
D,G5,1,2,2164,true,WA,2164
D,G5,1,3,527,true,WA,1039
D,G5,2,3,512,true,WA,1039
F,G5,1,2,286,true,Abandon,286
D,G5,1,4,558,true,AC,1225
D,G5,2,4,248,true,AC,1225
D,G5,3,4,419,true,AC,1225
D,G4,1,2,208,true,AC,208
C,G3,1,2,263,true,WA,263
D,G4,1,2,1519,true,WA,1519
D,G4,1,3,168,true,WA,256
D,G4,2,3,88,true,WA,256
C,G4,1,7,2228,true,WA,9069
C,G4,2,7,525,true,WA,9069
C,G4,3,7,848,true,WA,9069
C,G4,4,7,3064,true,WA,9069
C,G4,5,7,1470,true,WA,9069
C,G4,6,7,934,true,WA,9069
D,G4,1,3,301,true,WA,2652
D,G4,2,3,2351,true,WA,2652
B,G4,1,2,413,true,AC,413
D,G4,1,2,1035,true,AC,1035
C,G3,1,3,355,true,Abandon,475
C,G3,2,3,120,true,Abandon,475
E,G6,1,2,269,true,AC,269
D,G6,1,2,187,true,WA,187
C,G4,1,2,676,true,WA,676
C,G4,1,2,400,true,RE,400
C,G4,1,2,1246,true,Abandon,1246
D,G5,1,5,449,true,Abandon,1698
D,G5,2,5,647,true,Abandon,1698
D,G5,3,5,356,true,Abandon,1698
D,G5,4,5,246,true,Abandon,1698
D,G5,1,3,225,true,WA,2125
D,G5,2,3,1900,true,WA,2125
B,G5,1,2,2390,true,AC,2390
E,G6,1,4,86,true,AC,804
E,G6,2,4,210,true,AC,804
E,G6,3,4,508,true,AC,804
F,G6,1,2,976,true,AC,976
D,G6,1,3,371,true,AC,499
D,G6,2,3,128,true,AC,499
F,G6,1,2,307,true,Abandon,307
D,G6,1,2,1276,true,AC,1276
E,G6,1,9,265,true,WA,56360
E,G6,2,9,516,true,WA,56360
E,G6,3,9,944,true,WA,56360
E,G6,4,9,46015,false,WA,56360
E,G6,5,9,2513,true,WA,56360
E,G6,6,9,1200,true,WA,56360
E,G6,7,9,2017,true,WA,56360
E,G6,8,9,2890,true,WA,56360
E,G6,1,7,312,true,WA,8985
E,G6,2,7,2988,true,WA,8985
E,G6,3,7,2362,true,WA,8985
E,G6,4,7,1246,true,WA,8985
E,G6,5,7,1116,true,WA,8985
E,G6,6,7,961,true,WA,8985
E,G6,1,2,1105,true,AC,1105
D,G6,1,5,194,true,AC,914
D,G6,2,5,249,true,AC,914
D,G6,3,5,234,true,AC,914
D,G6,4,5,237,true,AC,914
D,G6,1,3,274,true,RE,498
D,G6,2,3,224,true,RE,498
D,G6,1,2,2166,true,AC,2166
D,G6,1,2,341,true,AC,341
D,G6,1,3,181,true,AC,2335
D,G6,2,3,2154,true,AC,2335
C,G6,1,2,186,true,WA,186
D,G5,1,2,761,true,Abandon,761
D,G5,1,2,948,true,AC,948
B,G5,1,2,285,true,AC,285
D,G5,1,2,170503,false,Abandon,170503
D,G5,1,2,5559,true,WA,5559
C,G4,1,2,145,true,Abandon,145
F,G6,1,2,286,true,WA,286
F,G6,1,2,252,true,WA,252
F,G6,1,2,160,true,AC,160
E,G6,1,5,1304,true,AC,1997
E,G6,2,5,245,true,AC,1997
E,G6,3,5,176,true,AC,1997
E,G6,4,5,272,true,AC,1997
E,G6,1,7,269,true,AC,2866
E,G6,2,7,764,true,AC,2866
E,G6,3,7,1035,true,AC,2866
E,G6,4,7,591,true,AC,2866
E,G6,5,7,131,true,AC,2866
E,G6,6,7,76,true,AC,2866
E,G6,1,4,1046,true,AC,4111
E,G6,2,4,694,true,AC,4111
E,G6,3,4,2371,true,AC,4111
E,G6,1,2,262,true,WA,262
D,G6,1,2,651,true,WA,651
D,G6,1,2,339,true,WA,339
D,G6,1,2,106,true,AC,106
D,G6,1,2,67,true,CE,67
D,G6,1,2,415,true,AC,415
D,G6,1,2,304,true,CE,304
E,G5,1,2,117,true,WA,117
C,G5,1,2,1877063,false,RE,1877063
D,G5,1,2,1126,true,RE,1126
D,G5,1,2,949,true,AC,949
C,G5,1,3,76,true,AC,162
C,G5,2,3,86,true,AC,162
C,G5,1,2,143,true,RE,143
C,G5,1,2,12848,true,AC,12848
C,G4,1,2,146,true,CE,146
C,G4,1,3,189,true,AC,1932
C,G4,2,3,1743,true,AC,1932
C,G3,1,2,733,true,WA,733
D,G5,1,4,120,true,Abandon,841
D,G5,2,4,271,true,Abandon,841
D,G5,3,4,450,true,Abandon,841
D,G5,1,2,945,true,Abandon,945
F,G4,1,2,137,true,Abandon,137
D,G6,1,9,1594,true,RE,43122
D,G6,2,9,866,true,RE,43122
D,G6,3,9,28,true,RE,43122
D,G6,4,9,40372,false,RE,43122
D,G6,5,9,21,true,RE,43122
D,G6,6,9,138,true,RE,43122
D,G6,7,9,74,true,RE,43122
D,G6,8,9,29,true,RE,43122
E,G6,1,6,176,true,AC,1385
E,G6,2,6,89,true,AC,1385
E,G6,3,6,176,true,AC,1385
E,G6,4,6,780,true,AC,1385
E,G6,5,6,164,true,AC,1385
D,G6,1,2,2064,true,AC,2064
E,G6,1,3,678,true,AC,8099299
E,G6,2,3,8098621,false,AC,8099299
D,G6,1,8,4376,true,AC,3006828
D,G6,2,8,5636,true,AC,3006828
D,G6,3,8,223,true,AC,3006828
D,G6,4,8,2996039,false,AC,3006828
D,G6,5,8,179,true,AC,3006828
D,G6,6,8,267,true,AC,3006828
D,G6,7,8,108,true,AC,3006828
D,G6,1,3,103,true,AC,223
D,G6,2,3,120,true,AC,223
C,G6,1,2,296,true,AC,296
C,G6,1,2,1528,true,AC,1528
D,G6,1,2,269,true,RE,269
D,G6,1,5,201,true,RE,625
D,G6,2,5,242,true,RE,625
D,G6,3,5,70,true,RE,625
D,G6,4,5,112,true,RE,625
D,G6,1,2,225,true,WA,225
E,G6,1,7,377,true,AC,1363
E,G6,2,7,211,true,AC,1363
E,G6,3,7,73,true,AC,1363
E,G6,4,7,133,true,AC,1363
E,G6,5,7,470,true,AC,1363
E,G6,6,7,99,true,AC,1363
D,G6,1,2,113,true,AC,113
D,G6,1,5,126,true,AC,2348
D,G6,2,5,515,true,AC,2348
D,G6,3,5,1466,true,AC,2348
D,G6,4,5,241,true,AC,2348
D,G6,1,2,173,true,AC,173
D,G6,1,4,98,true,AC,7717
D,G6,2,4,104,true,AC,7717
D,G6,3,4,7515,true,AC,7717
F,G6,1,5,459,true,AC,1231
F,G6,2,5,475,true,AC,1231
F,G6,3,5,182,true,AC,1231
F,G6,4,5,115,true,AC,1231
E,G6,1,6,111,true,Abandon,3980
E,G6,2,6,366,true,Abandon,3980
E,G6,3,6,3237,true,Abandon,3980
E,G6,4,6,117,true,Abandon,3980
E,G6,5,6,149,true,Abandon,3980
F,G6,1,3,51816,false,Abandon,52053
F,G6,2,3,237,true,Abandon,52053
D,G6,1,2,98,true,AC,98
E,G6,1,3,320,true,Abandon,4318
E,G6,2,3,3998,true,Abandon,4318
F,G6,1,4,668,true,Abandon,1027
F,G6,2,4,84,true,Abandon,1027
F,G6,3,4,275,true,Abandon,1027
D,G6,1,2,340,true,Abandon,340
D,G6,1,2,4468,true,RE,4468
F,G6,1,3,298,true,WA,661
F,G6,2,3,363,true,WA,661
D,G6,1,2,42,true,AC,42
D,G6,1,3,1504,true,RE,2629
D,G6,2,3,1125,true,RE,2629
E,G6,1,4,262,true,Abandon,1819
E,G6,2,4,1207,true,Abandon,1819
E,G6,3,4,350,true,Abandon,1819
C,G5,1,2,12557,true,AC,12557
D,G5,1,2,3804,true,Abandon,3804
C,G5,1,2,950,true,WA,950
B,G3,1,3,248,true,AC,537
B,G3,2,3,289,true,AC,537
C,G3,1,2,135,true,AC,135
C,G6,1,2,92,true,AC,92
F,G6,1,3,463,true,RE,6893
F,G6,2,3,6430,true,RE,6893
D,G5,1,3,203,true,AC,886
D,G5,2,3,683,true,AC,886
C,G5,1,2,544,true,AC,544
D,G5,1,2,464,true,WA,464
D,G5,1,2,259,true,AC,259
E,G5,1,2,523,true,Abandon,523
C,G4,1,3,243,true,AC,368
C,G4,2,3,125,true,AC,368
D,G4,1,2,368,true,Abandon,368
D,G4,1,2,2405,true,WA,2405
D,G4,1,2,583,true,WA,583
D,G4,1,2,170,true,RE,170
D,G4,1,3,6659,true,CE,93061
D,G4,2,3,86402,false,CE,93061
D,G4,1,3,385,true,AC,80680
D,G4,2,3,80295,false,AC,80680
C,G4,1,2,168,true,WA,168
C,G4,1,3,227,true,AC,314
C,G4,2,3,87,true,AC,314
D,G3,1,3,892,true,Abandon,2915
D,G3,2,3,2023,true,Abandon,2915
D,G4,1,2,438,true,Abandon,438
B,G5,1,2,25,true,WA,25
D,G5,1,3,73,true,WA,188
D,G5,2,3,115,true,WA,188
D,G5,1,5,299,true,WA,693
D,G5,2,5,115,true,WA,693
D,G5,3,5,195,true,WA,693
D,G5,4,5,84,true,WA,693
D,G5,1,2,356,true,AC,356
C,G4,1,3,150,true,AC,432
C,G4,2,3,282,true,AC,432
D,G5,1,4,1247,true,Abandon,46452
D,G5,2,4,1412,true,Abandon,46452
D,G5,3,4,43793,false,Abandon,46452
C,G5,1,2,540,true,WA,540
D,G4,1,2,1645,true,WA,1645
C,G4,1,2,1547,true,WA,1547
D,G5,1,2,60,true,WA,60
D,G5,1,3,438,true,Abandon,2500
D,G5,2,3,2062,true,Abandon,2500
D,G5,1,7,1006,true,Abandon,2430
D,G5,2,7,145,true,Abandon,2430
D,G5,3,7,317,true,Abandon,2430
D,G5,4,7,153,true,Abandon,2430
D,G5,5,7,306,true,Abandon,2430
D,G5,6,7,503,true,Abandon,2430
D,G5,1,3,72,true,Abandon,122
D,G5,2,3,50,true,Abandon,122
D,G5,1,2,1495,true,Abandon,1495
C,G5,1,2,130,true,RE,130
C,G5,1,2,144,true,AC,144
D,G6,1,2,184,true,AC,184
C,G3,1,3,320,true,Abandon,3151
C,G3,2,3,2831,true,Abandon,3151
F,G4,1,2,323,true,Abandon,323
D,G4,1,2,640,true,Abandon,640
C,G3,1,2,216,true,WA,216
C,G3,1,4,610,true,Abandon,1728
C,G3,2,4,176,true,Abandon,1728
C,G3,3,4,942,true,Abandon,1728
D,G5,1,2,559,true,WA,559
D,G5,1,2,1452,true,Abandon,1452
E,G5,1,2,238,true,Abandon,238
D,G5,1,4,882,true,WA,3880726
D,G5,2,4,329,true,WA,3880726
D,G5,3,4,3879515,false,WA,3880726
C,G5,1,2,147,true,AC,147
C,G5,1,2,667,true,RE,667
D,G3,1,3,107,true,Abandon,900
D,G3,2,3,793,true,Abandon,900
C,G3,1,2,184,true,AC,184
C,G3,1,7,355,true,AC,3012
C,G3,2,7,569,true,AC,3012
C,G3,3,7,329,true,AC,3012
C,G3,4,7,831,true,AC,3012
C,G3,5,7,641,true,AC,3012
C,G3,6,7,287,true,AC,3012
C,G3,1,2,422,true,AC,422
C,G3,1,2,229,true,WA,229
D,G3,1,2,304,true,Abandon,304
D,G5,1,2,917,true,WA,917
C,G5,1,2,761,true,WA,761
D,G5,1,3,1577,true,AC,3276
D,G5,2,3,1699,true,AC,3276
E,G5,1,2,833,true,RE,833
D,G5,1,2,1633,true,RE,1633
D,G5,1,2,68303,false,Abandon,68303
D,G5,1,2,1847,true,RE,1847
D,G5,1,3,2196,true,AC,3943
D,G5,2,3,1747,true,AC,3943
D,G5,1,2,515,true,AC,515
D,G5,1,2,2237,true,Abandon,2237
C,G3,1,2,223,true,Abandon,223
C,G4,1,6,130,true,AC,2050
C,G4,2,6,279,true,AC,2050
C,G4,3,6,306,true,AC,2050
C,G4,4,6,1236,true,AC,2050
C,G4,5,6,99,true,AC,2050
D,G5,1,2,216,true,Abandon,216
D,G4,1,3,844,true,WA,1822
D,G4,2,3,978,true,WA,1822
D,G4,1,3,371,true,WA,400
D,G4,2,3,29,true,WA,400
F,G6,1,2,1737,true,AC,1737
D,G6,1,2,747,true,AC,747
E,G6,1,2,272,true,AC,272
E,G6,1,4,294,true,AC,162367
E,G6,2,4,396,true,AC,162367
E,G6,3,4,161677,false,AC,162367
D,G6,1,2,346,true,RE,346
D,G6,1,3,279,true,WA,1117
D,G6,2,3,838,true,WA,1117
E,G6,1,4,120,true,WA,324
E,G6,2,4,50,true,WA,324
E,G6,3,4,154,true,WA,324
E,G6,1,4,48,true,WA,148
E,G6,2,4,56,true,WA,148
E,G6,3,4,44,true,WA,148
E,G6,1,3,263,true,WA,426
E,G6,2,3,163,true,WA,426
E,G6,1,7,1477327,false,WA,22003335
E,G6,2,7,6552,true,WA,22003335
E,G6,3,7,117,true,WA,22003335
E,G6,4,7,335,true,WA,22003335
E,G6,5,7,122,true,WA,22003335
E,G6,6,7,20518882,false,WA,22003335
D,G6,1,4,82,true,WA,1480
D,G6,2,4,1070,true,WA,1480
D,G6,3,4,328,true,WA,1480
C,G6,1,4,1007,true,CE,1485
C,G6,2,4,439,true,CE,1485
C,G6,3,4,39,true,CE,1485
C,G6,1,2,152,true,WA,152
D,G6,1,5,260,true,AC,1619
D,G6,2,5,876,true,AC,1619
D,G6,3,5,198,true,AC,1619
D,G6,4,5,285,true,AC,1619
D,G6,1,2,798,true,AC,798
B,G6,1,2,301,true,WA,301
B,G6,1,2,253,true,WA,253
B,G6,1,7,1574,true,AC,2432
B,G6,2,7,108,true,AC,2432
B,G6,3,7,355,true,AC,2432
B,G6,4,7,146,true,AC,2432
B,G6,5,7,171,true,AC,2432
B,G6,6,7,78,true,AC,2432
D,G3,1,2,344,true,Abandon,344
B,G3,1,4,178,true,Abandon,823
B,G3,2,4,599,true,Abandon,823
B,G3,3,4,46,true,Abandon,823
D,G4,1,2,1517,true,Abandon,1517
D,G5,1,2,2208,true,Abandon,2208
D,G5,1,2,1199,true,AC,1199
D,G5,1,2,37,true,WA,37
D,G5,1,2,1051,true,RE,1051
E,G5,1,2,1411,true,RE,1411
D,G5,1,2,1717,true,WA,1717
C,G5,1,2,124,true,Abandon,124
D,G5,1,2,1404,true,RE,1404
D,G5,1,2,38,true,AC,38
D,G5,1,3,565,true,AC,1417
D,G5,2,3,852,true,AC,1417
C,G5,1,2,147,true,WA,147
C,G4,1,3,233,true,RE,1967
C,G4,2,3,1734,true,RE,1967
E,G4,1,2,725,true,Abandon,725
C,G4,1,2,402,true,Abandon,402
D,G3,1,3,589,true,Abandon,1572
D,G3,2,3,983,true,Abandon,1572
D,G5,1,2,563,true,Abandon,563
D,G5,1,3,299,true,WA,625
D,G5,2,3,326,true,WA,625
D,G5,1,4,158455,false,AC,243690
D,G5,2,4,84743,false,AC,243690
D,G5,3,4,492,true,AC,243690
E,G5,1,2,623,true,WA,623
D,G5,1,2,23724,false,RE,23724
D,G5,1,2,125,true,AC,125
B,G3,1,2,482,true,WA,482
C,G5,1,2,260,true,AC,260
D,G4,1,2,935,true,Abandon,935
D,G4,1,4,268,true,Abandon,866
D,G4,2,4,475,true,Abandon,866
D,G4,3,4,123,true,Abandon,866
D,G4,1,5,2164,true,AC,2790
D,G4,2,5,248,true,AC,2790
D,G4,3,5,77,true,AC,2790
D,G4,4,5,301,true,AC,2790
E,G4,1,3,2861,true,Abandon,3231
E,G4,2,3,370,true,Abandon,3231
D,G4,1,2,314,true,WA,314
C,G4,1,2,954,true,WA,954
C,G4,1,2,1374,true,AC,1374
D,G4,1,7,283,true,Abandon,3848
D,G4,2,7,978,true,Abandon,3848
D,G4,3,7,174,true,Abandon,3848
D,G4,4,7,625,true,Abandon,3848
D,G4,5,7,975,true,Abandon,3848
D,G4,6,7,813,true,Abandon,3848
B,G4,1,2,2545,true,AC,2545
D,G4,1,3,195,true,AC,686
D,G4,2,3,491,true,AC,686
C,G4,1,2,7089078,false,AC,7089078
D,G4,1,2,673,true,Abandon,673
C,G4,1,5,222,true,Abandon,2424
C,G4,2,5,511,true,Abandon,2424
C,G4,3,5,1526,true,Abandon,2424
C,G4,4,5,165,true,Abandon,2424
D,G6,1,2,1768,true,AC,1768
D,G6,1,2,460,true,AC,460
D,G6,1,3,142111,false,RE,142337
D,G6,2,3,226,true,RE,142337
D,G6,1,2,12967,true,AC,12967
E,G6,1,5,462,true,Abandon,3000132
E,G6,2,5,939,true,Abandon,3000132
E,G6,3,5,1360,true,Abandon,3000132
E,G6,4,5,2997371,false,Abandon,3000132
D,G6,1,3,547,true,AC,664
D,G6,2,3,117,true,AC,664
C,G3,1,2,150,true,Abandon,150
E,G5,1,2,646,true,Abandon,646
C,G5,1,2,887,true,AC,887
F,G6,1,2,107,true,WA,107
E,G6,1,4,2082,true,WA,3097
E,G6,2,4,708,true,WA,3097
E,G6,3,4,307,true,WA,3097
E,G6,1,2,298,true,AC,298
C,G6,1,2,282,true,AC,282
D,G6,1,2,41,true,Abandon,41
E,G6,1,3,1133,true,AC,1596
E,G6,2,3,463,true,AC,1596
E,G6,1,2,1608,true,AC,1608
D,G6,1,3,69,true,AC,215
D,G6,2,3,146,true,AC,215
D,G4,1,3,620,true,AC,809
D,G4,2,3,189,true,AC,809
D,G3,1,2,92,true,Abandon,92
B,G3,1,2,181,true,AC,181
D,G3,1,6,760,true,Abandon,2992
D,G3,2,6,287,true,Abandon,2992
D,G3,3,6,369,true,Abandon,2992
D,G3,4,6,669,true,Abandon,2992
D,G3,5,6,907,true,Abandon,2992
C,G5,1,2,738,true,AC,738
D,G5,1,5,610,true,AC,3572618
D,G5,2,5,1741550,false,AC,3572618
D,G5,3,5,1829805,false,AC,3572618
D,G5,4,5,653,true,AC,3572618
C,G5,1,2,1169,true,AC,1169
C,G5,1,4,1177071,false,AC,2988333
C,G5,2,4,1810963,false,AC,2988333
C,G5,3,4,299,true,AC,2988333
C,G5,1,3,11444,true,WA,12211
C,G5,2,3,767,true,WA,12211
B,G5,1,2,225,true,AC,225
D,G6,1,5,253,true,CE,494
D,G6,2,5,42,true,CE,494
D,G6,3,5,164,true,CE,494
D,G6,4,5,35,true,CE,494
D,G4,1,2,64,true,RE,64
C,G4,1,2,212,true,WA,212
D,G6,1,3,513,true,AC,952
D,G6,2,3,439,true,AC,952
D,G6,1,2,898,true,WA,898
C,G6,1,2,133,true,AC,133
B,G6,1,2,383,true,AC,383
D,G5,1,2,1848,true,WA,1848
D,G5,1,3,1355,true,Abandon,3575
D,G5,2,3,2220,true,Abandon,3575
C,G5,1,2,1271,true,AC,1271
D,G5,1,3,462,true,RE,69302
D,G5,2,3,68840,false,RE,69302
D,G4,1,2,1305,true,AC,1305
D,G4,1,2,588,true,WA,588
C,G4,1,2,176,true,AC,176
D,G4,1,2,316,true,Abandon,316
C,G4,1,2,234,true,WA,234
D,G5,1,6,174,true,AC,1791
D,G5,2,6,213,true,AC,1791
D,G5,3,6,333,true,AC,1791
D,G5,4,6,418,true,AC,1791
D,G5,5,6,653,true,AC,1791
B,G5,1,2,1077,true,WA,1077
D,G5,1,4,114,true,WA,1351
D,G5,2,4,486,true,WA,1351
D,G5,3,4,751,true,WA,1351
D,G5,1,3,241,true,Abandon,45662
D,G5,2,3,45421,false,Abandon,45662
C,G5,1,2,5765,true,CE,5765
B,G5,1,3,18046,false,CE,18185
B,G5,2,3,139,true,CE,18185
D,G5,1,2,614,true,Abandon,614
E,G6,1,2,882,true,Abandon,882
D,G6,1,2,1013,true,AC,1013
D,G6,1,3,77,true,AC,709
D,G6,2,3,632,true,AC,709
D,G6,1,2,124,true,Abandon,124
D,G5,1,3,146,true,WA,583
D,G5,2,3,437,true,WA,583
E,G5,1,2,231,true,WA,231
C,G5,1,2,344,true,AC,344
C,G5,1,7,1060,true,AC,5808
C,G5,2,7,912,true,AC,5808
C,G5,3,7,616,true,AC,5808
C,G5,4,7,866,true,AC,5808
C,G5,5,7,265,true,AC,5808
C,G5,6,7,2089,true,AC,5808
D,G5,1,3,333,true,WA,608
D,G5,2,3,275,true,WA,608
D,G5,1,3,1045,true,WA,2860
D,G5,2,3,1815,true,WA,2860
D,G5,1,5,404,true,AC,1894
D,G5,2,5,291,true,AC,1894
D,G5,3,5,607,true,AC,1894
D,G5,4,5,592,true,AC,1894
E,G5,1,2,831,true,RE,831
E,G5,1,3,856,true,Abandon,968
E,G5,2,3,112,true,Abandon,968
D,G5,1,2,140,true,RE,140
E,G6,1,2,498,true,WA,498
D,G6,1,3,939,true,Abandon,1217
D,G6,2,3,278,true,Abandon,1217
