difficulty,proficiency_group,first_error,sequence,sequence_length,resolved,n_pairs,proportion_pct
A,G1,CE,CE→CE→CE→CE→WA→WA→CE→RE→RE→WA→WA→WA→WA→AC,14,true,1,0.02
A,G1,CE,CE→RE→CE→WA,4,false,1,0.02
A,G1,CE,CE→CE→CE→CE→CE→CE→CE→CE→WA→WA→WA→WA→WA,13,false,1,0.02
A,G1,CE,CE→CE→CE→WA→CE→CE,6,false,1,0.02
A,G1,CE,CE→CE→RE→CE→RE→RE→RE→CE→WA→AC,10,true,1,0.02
A,G1,CE,CE→CE→CE→WA→WA→CE→CE→CE→WA,9,false,1,0.02
A,G1,CE,CE→CE→CE→CE→WA→WA→WA→CE→CE→CE→WA→CE→AC,13,true,1,0.02
A,G1,CE,CE→CE→CE→CE→CE→CE→CE→CE→CE→CE→CE,11,false,1,0.02
A,G1,CE,CE→CE→CE→WA→CE→CE→WA→CE→AC,9,true,1,0.02
A,G1,CE,CE→WA→WA→WA→RE→WA→WA→WA→WA→WA→WA→AC,12,true,1,0.02
A,G1,CE,CE→WA→WA→RE→WA→RE→WA,7,false,1,0.02
A,G1,CE,CE→CE→CE→WA→WA→WA→WA→RE→AC,9,true,1,0.02
A,G1,CE,CE→RE→RE→RE→RE→AC,6,true,1,0.02
A,G1,CE,CE→CE→CE→CE→CE→CE→WA→WA→RE→RE→WA→WA→AC,13,true,1,0.02
A,G1,CE,CE→WA→WA→WA→WA→WA→WA→WA→WA→WA→CE→WA→WA→CE→CE→AC,16,true,1,0.02
A,G1,CE,CE→WA→CE→WA→CE→WA→WA→WA→AC,9,true,1,0.02
A,G1,CE,CE→TLE→AC,3,true,1,0.02
A,G1,CE,CE→CE→WA→WA→WA→WA→WA→WA→CE→CE→WA→WA→WA→WA→WA→WA→WA→AC,18,true,1,0.02
A,G1,CE,CE→WA→WA→CE→CE→RE→CE→AC,8,true,1,0.02
A,G1,CE,CE→WA→WA→WA→WA→WA→CE→CE→CE→WA→CE→WA→CE→WA,14,false,1,0.02
A,G1,CE,CE→CE→WA→WA→CE→RE→WA→CE→WA→AC,10,true,1,0.02
A,G1,CE,CE→CE→CE→WA→WA,5,false,1,0.02
A,G1,CE,CE→CE→CE→WA→WA→WA→WA→CE→WA→WA→WA→WA→AC,13,true,1,0.02
A,G1,CE,CE→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→AC,18,true,1,0.02
A,G1,CE,CE→CE→WA→WA→CE→WA→WA→CE→AC,9,true,1,0.02
A,G1,CE,CE→CE→WA→WA→WA→WA→WA→WA→WA→CE,10,false,1,0.02
A,G1,CE,CE→CE→CE→CE→CE→CE→CE→CE→CE→CE→CE→RE,12,false,1,0.02
A,G1,CE,CE→CE→CE→CE→WA→WA→WA→WA→CE→Other→CE→WA→CE→AC,14,true,1,0.02
A,G1,CE,CE→CE→WA→WA→CE→CE,6,false,1,0.02
A,G1,CE,CE→CE→CE→CE→RE,5,false,1,0.02
A,G1,CE,CE→CE→CE→WA→RE→AC,6,true,1,0.02
A,G1,CE,CE→WA→WA→WA→WA→WA→CE→CE→AC,9,true,1,0.02
A,G1,CE,CE→WA→RE→CE→CE→CE→CE→WA→WA→WA→WA→WA→WA→CE→CE→WA→WA→WA→WA→CE→WA→WA→RE→RE→RE→RE→WA→WA→WA→WA→WA→WA→CE→CE→CE→WA→WA→CE→CE→CE→CE→CE→CE→CE→WA→WA→CE→CE→WA→WA,50,false,1,0.02
A,G1,CE,CE→CE→CE→WA→CE→CE→WA→CE→WA→CE,10,false,1,0.02
A,G1,CE,CE→CE→CE→CE→WA→WA→CE→WA→WA→WA→AC,11,true,1,0.02
A,G1,CE,CE→CE→CE→CE→CE→RE→CE→CE→CE→CE→CE→RE→CE→RE→CE→CE→CE→CE→RE→CE,20,false,1,0.02
A,G1,CE,CE→RE→CE→RE→AC,5,true,1,0.02
A,G1,CE,CE→CE→CE→CE→RE→RE→RE,7,false,1,0.02
A,G1,CE,CE→CE→CE→RE→WA→WA→AC,7,true,1,0.02
A,G1,CE,CE→RE→RE→RE→WA→CE→WA→AC,8,true,1,0.02
A,G1,CE,CE→CE→WA→WA→CE→RE→WA→CE→AC,9,true,1,0.02
A,G1,CE,CE→WA→WA→WA→CE→WA→CE→AC,8,true,1,0.02
A,G1,CE,CE→CE→RE→WA→WA→RE→RE→WA→AC,9,true,1,0.02
A,G1,CE,CE→CE→TLE→CE→WA→WA→WA,7,false,1,0.02
A,G1,CE,CE→CE→WA→CE→CE,5,false,1,0.02
A,G1,CE,CE→WA→CE→WA→WA,5,false,1,0.02
A,G1,CE,CE→Other→TLE→CE→AC,5,true,1,0.02
A,G1,CE,CE→CE→CE→CE→WA→CE→CE→WA→CE→CE→CE→CE→WA→CE→CE→CE→WA→AC,18,true,1,0.02
A,G1,CE,CE→RE→RE→RE→RE→RE→WA→AC,8,true,1,0.02
A,G1,CE,CE→CE→CE→RE→RE→WA→WA→AC,8,true,1,0.02
A,G1,CE,CE→CE→WA→WA→WA→CE→CE→WA→CE→CE,10,false,1,0.02
A,G1,CE,CE→WA→WA→CE→CE→CE→WA→WA→WA→WA→WA→AC,12,true,1,0.02
A,G1,CE,CE→CE→CE→CE→CE→CE→CE→CE→CE→CE→WA→CE→WA→CE→WA→WA→WA→WA→CE→CE→WA→WA→WA→WA→WA→WA→WA→CE→CE→CE→CE→WA→WA→WA→WA→WA→WA→CE→WA→CE→CE→CE→AC,43,true,1,0.02
A,G1,CE,CE→CE→CE→WA→WA→WA→WA→WA→AC,9,true,1,0.02
A,G1,CE,CE→WA→RE→RE→AC,5,true,1,0.02
A,G1,CE,CE→RE→WA→WA→WA→AC,6,true,1,0.02
A,G1,CE,CE→WA→WA→WA→WA→RE→WA→AC,8,true,1,0.02
A,G1,CE,CE→RE→CE→RE→RE→RE→WA→RE→WA→WA→AC,11,true,1,0.02
A,G1,CE,CE→WA→WA→WA→WA→CE→WA→WA→WA→WA→WA→AC,12,true,1,0.02
A,G1,CE,CE→CE→CE→WA→WA→WA→WA→CE→AC,9,true,1,0.02
A,G1,CE,CE→CE→WA→CE→WA→WA→CE,7,false,1,0.02
A,G1,CE,CE→CE→CE→CE→WA→CE→CE→CE→CE→CE→AC,11,true,1,0.02
A,G1,CE,CE→CE→CE→CE→CE→WA→WA→WA→CE→CE→CE→AC,12,true,1,0.02
A,G1,CE,CE→CE→CE→CE→CE→CE→CE→CE→CE→CE→CE→CE→AC,13,true,1,0.02
A,G1,CE,CE→CE→CE→CE→CE→WA→CE→CE→WA→WA→WA→WA→WA→WA→WA→CE→WA→CE→WA→WA→CE→CE→CE→CE→CE→AC,26,true,1,0.02
A,G1,CE,CE→CE→WA→WA→WA→WA→CE→WA→WA→WA→WA→WA→WA→WA→AC,15,true,1,0.02
A,G1,CE,CE→CE→CE→CE→CE→CE→CE→CE→WA→WA→CE→WA→WA→WA→WA→AC,16,true,1,0.02
A,G1,CE,CE→WA→RE,3,false,1,0.02
A,G1,CE,CE→WA→TLE→TLE→AC,5,true,1,0.02
A,G1,CE,CE→CE→CE→CE→CE→CE→CE→CE→CE→WA→CE→WA→AC,13,true,1,0.02
A,G1,CE,CE→CE→CE→WA→WA→CE→WA→WA→WA→CE→AC,11,true,1,0.02
A,G1,CE,CE→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→AC,15,true,1,0.02
A,G1,CE,CE→RE→CE→RE→RE→AC,6,true,1,0.02
A,G1,CE,CE→WA→WA→CE→WA→WA→AC,7,true,1,0.02
A,G1,CE,CE→CE→CE→WA→WA→WA→WA→WA→WA→CE→WA→WA→WA→WA→WA→WA→WA→WA→WA→AC,20,true,1,0.02
A,G1,CE,CE→RE→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→AC,13,true,1,0.02
A,G1,CE,CE→CE→WA→WA→CE→WA→WA→CE→CE→CE→AC,11,true,1,0.02
A,G1,CE,CE→WA→CE→CE→WA→WA→CE→CE→CE→CE→CE→CE→CE→CE→CE→CE→WA→CE→CE→CE→AC,21,true,1,0.02
A,G1,CE,CE→CE→CE→CE→CE→CE→WA→WA→WA→WA→WA→AC,12,true,1,0.02
A,G1,CE,CE→WA→RE→RE→RE→AC,6,true,1,0.02
A,G1,CE,CE→CE→CE→CE→CE→CE→CE→CE→CE→CE→CE→CE→CE→CE→CE→CE→AC,17,true,1,0.02
A,G1,CE,CE→CE→RE→RE→RE→RE→RE→RE→AC,9,true,1,0.02
A,G1,CE,CE→WA→CE→WA→CE→CE→CE→CE→WA→CE→AC,11,true,1,0.02
A,G1,CE,CE→WA→WA→CE,4,false,1,0.02
A,G1,CE,CE→CE→RE→CE→WA→WA→WA→WA→AC,9,true,1,0.02
A,G1,CE,CE→CE→WA→WA→WA→CE→WA→CE→AC,9,true,1,0.02
A,G1,CE,CE→RE→WA→RE→RE→WA→RE→AC,8,true,1,0.02
A,G1,CE,CE→WA→CE→WA→CE→CE→AC,7,true,1,0.02
A,G1,CE,CE→WA→WA→WA→CE→WA→WA→CE→CE→CE→AC,11,true,1,0.02
A,G1,CE,CE→RE→CE→RE→RE→RE→RE→AC,8,true,1,0.02
A,G1,CE,CE→CE→WA→CE→WA→WA→WA,7,false,1,0.02
A,G1,CE,CE→RE→RE→RE→RE→RE→RE→AC,8,true,1,0.02
A,G1,CE,CE→CE→CE→CE→WA→CE→WA→WA→WA→WA→CE→WA→WA→AC,14,true,1,0.02
A,G1,CE,CE→CE→CE→CE→WA→WA→WA→WA→WA→WA→WA→WA→WA→CE→WA→WA→AC,17,true,1,0.02
A,G1,CE,CE→CE→CE→WA→CE→CE→CE→CE→WA→AC,10,true,1,0.02
A,G1,CE,CE→CE→CE→CE→CE→CE→CE→CE→CE→CE→WA→WA→WA→AC,14,true,1,0.02
A,G1,CE,CE→CE→CE→CE→WA→RE→RE→AC,8,true,1,0.02
A,G1,CE,CE→CE→CE→CE→CE→CE→CE→CE→CE→CE→RE→RE→RE,13,false,1,0.02
A,G1,CE,CE→CE→CE→WA→CE→CE→WA→CE→CE→AC,10,true,1,0.02
A,G1,CE,CE→WA→CE→CE→WA→CE→CE→CE,8,false,1,0.02
A,G1,CE,CE→CE→CE→CE→WA→WA→WA→CE→CE→WA,10,false,1,0.02
A,G1,CE,CE→CE→CE→CE→CE→CE→WA→WA→CE→AC,10,true,1,0.02
A,G1,CE,CE→CE→CE→CE→CE→RE→WA→AC,8,true,1,0.02
A,G1,CE,CE→RE→RE→RE→RE→RE→AC,7,true,1,0.02
A,G1,CE,CE→CE→WA→WA→CE→WA→CE→WA→WA→AC,10,true,1,0.02
A,G1,CE,CE→CE→WA→CE,4,false,1,0.02
A,G1,CE,CE→CE→CE→CE→CE→WA→WA→WA→CE→CE→CE→WA→WA→CE→CE→RE→RE→WA→CE→RE→WA→CE→CE→CE→WA,25,false,1,0.02
A,G1,CE,CE→WA→WA→WA→WA→WA→WA→WA→WA→WA→AC,11,true,1,0.02
A,G1,CE,CE→WA→WA→WA→WA→CE→CE→CE,8,false,1,0.02
A,G1,CE,CE→WA→WA→CE→CE→WA→WA→WA,8,false,1,0.02
A,G1,CE,CE→CE→CE→CE→CE→CE→CE→CE→WA→WA→CE→CE→CE→CE→WA→AC,16,true,1,0.02
A,G1,CE,CE→CE→CE→CE→CE→CE→WA→WA→WA→CE→WA,11,false,1,0.02
A,G1,CE,CE→WA→CE→WA→WA→CE→WA→AC,8,true,1,0.02
A,G1,CE,CE→CE→WA→CE→CE→WA→CE→WA→RE→CE→WA→WA→WA→WA→WA,15,false,1,0.02
A,G1,CE,CE→WA→CE→WA→WA→WA→WA→WA→WA→AC,10,true,1,0.02
A,G1,CE,CE→CE→CE→CE→CE→CE→CE→CE→CE→CE→CE→CE→CE→CE→CE→CE→CE→CE→AC,19,true,1,0.02
A,G1,CE,CE→CE→CE→CE→CE→CE→CE→RE→RE→RE→RE→CE→CE→CE→AC,15,true,1,0.02
A,G1,CE,CE→WA→CE→WA→CE→CE→CE→AC,8,true,1,0.02
A,G1,CE,CE→CE→RE→WA→WA→WA→WA→WA→CE→AC,10,true,1,0.02
A,G1,CE,CE→WA→CE→WA→CE→WA→CE→CE→WA→WA→AC,11,true,1,0.02
A,G1,CE,CE→WA→WA→CE→CE→CE→CE→CE→WA→WA→TLE→CE→WA→TLE→TLE→WA,16,false,1,0.02
A,G1,CE,CE→WA→WA→WA→CE→CE→CE→WA→WA→CE→WA→AC,12,true,1,0.02
A,G1,Other,Other,1,false,1,50.0
A,G1,Other,Other→WA→AC,3,true,1,50.0
A,G1,RE,RE→AC,2,true,551,28.52
A,G1,RE,RE→RE→AC,3,true,245,12.68
A,G1,RE,RE,1,false,210,10.87
A,G1,RE,RE→RE→RE→AC,4,true,123,6.37
A,G1,RE,RE→WA→AC,3,true,103,5.33
A,G1,RE,RE→RE,2,false,75,3.88
A,G1,RE,RE→RE→RE→RE→AC,5,true,57,2.95
A,G1,RE,RE→WA→WA→AC,4,true,49,2.54
A,G1,RE,RE→RE→WA→AC,4,true,33,1.71
A,G1,RE,RE→RE→RE,3,false,29,1.5
A,G1,RE,RE→RE→RE→WA→AC,5,true,28,1.45
A,G1,RE,RE→RE→RE→RE→RE→AC,6,true,25,1.29
A,G1,RE,RE→WA,2,false,20,1.04
A,G1,RE,RE→CE→AC,3,true,15,0.78
A,G1,RE,RE→RE→WA→WA→AC,5,true,15,0.78
A,G1,RE,RE→RE→RE→RE→RE→RE→RE→AC,8,true,15,0.78
A,G1,RE,RE→WA→WA→WA→AC,5,true,12,0.62
A,G1,RE,RE→WA→RE→AC,4,true,11,0.57
A,G1,RE,RE→RE→RE→RE→RE,5,false,11,0.57
A,G1,RE,RE→RE→RE→RE,4,false,10,0.52
A,G1,RE,RE→RE→RE→WA→WA→AC,6,true,9,0.47
A,G1,RE,RE→RE→RE→RE→RE→RE→AC,7,true,9,0.47
A,G1,RE,RE→WA→WA→RE→AC,5,true,8,0.41
A,G1,RE,RE→RE→RE→RE→WA→AC,6,true,8,0.41
A,G1,RE,RE→WA→WA,3,false,8,0.41
A,G1,RE,RE→RE→WA→WA→WA→AC,6,true,7,0.36
A,G1,RE,RE→WA→WA→WA→WA→AC,6,true,6,0.31
A,G1,RE,RE→RE→WA,3,false,6,0.31
A,G1,RE,RE→RE→RE→WA→RE→AC,6,true,5,0.26
A,G1,RE,RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→AC,14,true,5,0.26
A,G1,RE,RE→WA→RE→WA→AC,5,true,5,0.26
A,G1,RE,RE→RE→RE→RE→RE→WA→AC,7,true,5,0.26
A,G1,RE,RE→RE→RE→WA→WA→WA→AC,7,true,4,0.21
A,G1,RE,RE→CE→WA→AC,4,true,4,0.21
A,G1,RE,RE→RE→RE→RE→WA→RE→AC,7,true,3,0.16
A,G1,RE,RE→RE→WA→RE→AC,5,true,3,0.16
A,G1,RE,RE→RE→RE→RE→RE→RE,6,false,3,0.16
A,G1,RE,RE→RE→RE→RE→RE→RE→RE,7,false,3,0.16
A,G1,RE,RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→AC,12,true,3,0.16
A,G1,RE,RE→RE→WA→WA→WA→WA→WA→AC,8,true,3,0.16
A,G1,RE,RE→RE→RE→RE→RE→RE→RE→RE,8,false,3,0.16
A,G1,RE,RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→AC,11,true,3,0.16
A,G1,RE,RE→WA→RE→RE→AC,5,true,3,0.16
A,G1,RE,RE→RE→WA→WA,4,false,2,0.1
A,G1,RE,RE→RE→CE→RE,4,false,2,0.1
A,G1,RE,RE→WA→RE→RE→RE→AC,6,true,2,0.1
A,G1,RE,RE→RE→RE→RE→WA→WA,6,false,2,0.1
A,G1,RE,RE→RE→WA→WA→WA→WA→AC,7,true,2,0.1
A,G1,RE,RE→RE→RE→RE→WA→WA→AC,7,true,2,0.1
A,G1,RE,RE→RE→CE,3,false,2,0.1
A,G1,RE,RE→WA→RE→RE→WA→AC,6,true,2,0.1
A,G1,RE,RE→WA→WA→WA,4,false,2,0.1
A,G1,RE,RE→RE→RE→WA,4,false,2,0.1
A,G1,RE,RE→RE→RE→RE→RE→RE→RE→WA→WA→WA→WA→AC,12,true,2,0.1
A,G1,RE,RE→RE→RE→RE→CE→RE→RE→AC,8,true,2,0.1
A,G1,RE,RE→RE→RE→WA→WA→RE→AC,7,true,2,0.1
A,G1,RE,RE→WA→WA→WA→CE→AC,6,true,2,0.1
A,G1,RE,RE→RE→RE→CE,4,false,2,0.1
A,G1,RE,RE→RE→WA→WA→CE→AC,6,true,2,0.1
A,G1,RE,RE→WA→RE→RE,4,false,2,0.1
A,G1,RE,RE→RE→WA→WA→WA→WA→WA,7,false,2,0.1
A,G1,RE,RE→WA→RE,3,false,2,0.1
A,G1,RE,RE→CE→RE→AC,4,true,2,0.1
A,G1,RE,RE→WA→WA→RE→WA→AC,6,true,2,0.1
A,G1,RE,RE→RE→CE→CE→AC,5,true,2,0.1
A,G1,RE,RE→RE→CE→AC,4,true,2,0.1
A,G1,RE,RE→RE→RE→WA→WA→WA→WA→AC,8,true,2,0.1
A,G1,RE,RE→RE→WA→WA→WA→WA→WA→WA→WA→AC,10,true,2,0.1
A,G1,RE,RE→RE→RE→RE→RE→WA→WA→WA→AC,9,true,2,0.1
A,G1,RE,RE→WA→WA→WA→WA→WA,6,false,2,0.1
A,G1,RE,RE→WA→WA→WA→WA→WA→WA→WA→AC,9,true,2,0.1
A,G1,RE,RE→WA→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→AC,14,true,1,0.05
A,G1,RE,RE→RE→RE→RE→RE→WA→RE→WA→RE→AC,10,true,1,0.05
A,G1,RE,RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE,27,false,1,0.05
A,G1,RE,RE→CE→RE→RE→RE→AC,6,true,1,0.05
A,G1,RE,RE→WA→WA→WA→WA→CE→WA→AC,8,true,1,0.05
A,G1,RE,RE→WA→WA→RE→RE→RE→WA→AC,8,true,1,0.05
A,G1,RE,RE→CE→CE→CE→CE→CE→CE→CE→CE→CE→CE→CE→CE→CE→AC,15,true,1,0.05
A,G1,RE,RE→RE→CE→WA→WA→WA→WA→AC,8,true,1,0.05
A,G1,RE,RE→RE→RE→RE→WA→RE→RE→AC,8,true,1,0.05
A,G1,RE,RE→RE→WA→CE→CE→CE→WA→CE→WA→CE→CE,11,false,1,0.05
A,G1,RE,RE→CE→CE→CE→AC,5,true,1,0.05
A,G1,RE,RE→RE→WA→WA→WA→WA→WA→WA→AC,9,true,1,0.05
A,G1,RE,RE→RE→CE→WA→AC,5,true,1,0.05
A,G1,RE,RE→WA→WA→WA→WA→WA→WA→WA→WA→WA→AC,11,true,1,0.05
A,G1,RE,RE→RE→WA→RE→RE→RE→CE→WA→RE→RE→AC,11,true,1,0.05
A,G1,RE,RE→CE→RE→CE→CE→CE→AC,7,true,1,0.05
A,G1,RE,RE→RE→RE→RE→CE→AC,6,true,1,0.05
A,G1,RE,RE→RE→RE→CE→CE→CE→CE→AC,8,true,1,0.05
A,G1,RE,RE→RE→RE→RE→RE→RE→WA→WA→WA,9,false,1,0.05
A,G1,RE,RE→WA→RE→RE→RE→RE→RE→RE→AC,9,true,1,0.05
A,G1,RE,RE→RE→RE→RE→RE→WA→WA→WA→WA→WA→WA→WA→AC,13,true,1,0.05
A,G1,RE,RE→RE→RE→RE→WA→RE→WA→WA→AC,9,true,1,0.05
A,G1,RE,RE→WA→WA→WA→WA→WA→WA→AC,8,true,1,0.05
A,G1,RE,RE→RE→RE→WA→RE→WA→WA→WA→WA→RE→RE→RE→RE,13,false,1,0.05
A,G1,RE,RE→RE→RE→RE→RE→RE→CE→AC,8,true,1,0.05
A,G1,RE,RE→RE→RE→RE→WA→RE→WA→AC,8,true,1,0.05
A,G1,RE,RE→RE→RE→RE→RE→WA→WA→AC,8,true,1,0.05
A,G1,RE,RE→RE→RE→RE→RE→CE→RE→RE→RE→RE→RE→AC,12,true,1,0.05
A,G1,RE,RE→RE→WA→WA→RE→WA→WA→AC,8,true,1,0.05
A,G1,RE,RE→CE→CE→WA→WA→WA→WA,7,false,1,0.05
A,G1,RE,RE→RE→RE→RE→RE→RE→RE→RE→WA→AC,10,true,1,0.05
A,G1,RE,RE→RE→RE→RE→RE→WA→RE→AC,8,true,1,0.05
A,G1,RE,RE→CE→CE→CE→CE→WA→WA→AC,8,true,1,0.05
A,G1,RE,RE→WA→RE→WA→WA→AC,6,true,1,0.05
A,G1,RE,RE→WA→WA→RE→RE→RE→RE→RE→AC,9,true,1,0.05
A,G1,RE,RE→RE→WA→RE→RE→RE→RE→AC,8,true,1,0.05
A,G1,RE,RE→WA→RE→RE→WA→WA→AC,7,true,1,0.05
A,G1,RE,RE→RE→RE→RE→RE→RE→RE→CE→CE→RE→RE→RE→AC,13,true,1,0.05
A,G1,RE,RE→WA→WA→WA→WA→WA→WA→RE→AC,9,true,1,0.05
A,G1,RE,RE→RE→RE→RE→RE→RE→RE→RE→RE→RE,10,false,1,0.05
A,G1,RE,RE→WA→WA→WA→CE→WA→WA→WA→WA→WA,10,false,1,0.05
A,G1,RE,RE→RE→RE→RE→RE→RE→RE→WA→RE→RE→RE→RE→RE→AC,14,true,1,0.05
A,G1,RE,RE→RE→RE→WA→RE→RE→AC,7,true,1,0.05
A,G1,RE,RE→RE→RE→CE→CE→CE→RE→RE→RE→RE,10,false,1,0.05
A,G1,RE,RE→CE,2,false,1,0.05
A,G1,RE,RE→RE→WA→RE→RE,5,false,1,0.05
A,G1,RE,RE→WA→WA→RE→WA→WA→WA→WA→WA→AC,10,true,1,0.05
A,G1,RE,RE→WA→TLE→WA→AC,5,true,1,0.05
A,G1,RE,RE→RE→RE→WA→RE,5,false,1,0.05
A,G1,RE,RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→AC,15,true,1,0.05
A,G1,RE,RE→RE→WA→WA→RE→RE→WA→WA→RE→WA→WA→WA→WA→WA→WA→RE→WA→WA→WA→WA→WA,21,false,1,0.05
A,G1,RE,RE→RE→WA→WA→RE→RE→AC,7,true,1,0.05
A,G1,RE,RE→WA→WA→RE→WA→WA→WA→AC,8,true,1,0.05
A,G1,RE,RE→TLE,2,false,1,0.05
A,G1,RE,RE→RE→RE→RE→RE→RE→RE→RE→WA→WA→WA→WA→AC,13,true,1,0.05
A,G1,RE,RE→WA→WA→WA→WA→RE→CE→WA→AC,9,true,1,0.05
A,G1,RE,RE→RE→RE→WA→WA→WA→WA→WA→WA,9,false,1,0.05
A,G1,RE,RE→RE→CE→CE→CE→RE→RE→CE→CE→CE→RE→RE→RE→RE→RE→CE→RE→RE→AC,19,true,1,0.05
A,G1,RE,RE→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→AC,12,true,1,0.05
A,G1,RE,RE→RE→RE→CE→AC,5,true,1,0.05
A,G1,RE,RE→CE→RE→CE→AC,5,true,1,0.05
A,G1,RE,RE→WA→WA→RE→WA→WA→WA→WA→AC,9,true,1,0.05
A,G1,RE,RE→RE→WA→RE→RE→RE→RE→WA→WA→RE→WA→AC,12,true,1,0.05
A,G1,RE,RE→RE→CE→CE→CE→WA→WA→AC,8,true,1,0.05
A,G1,RE,RE→RE→RE→RE→RE→RE→WA→WA,8,false,1,0.05
A,G1,RE,RE→CE→CE→WA,4,false,1,0.05
A,G1,RE,RE→WA→RE→WA→WA→WA→WA→WA→AC,9,true,1,0.05
A,G1,RE,RE→RE→RE→WA→WA→WA→WA,7,false,1,0.05
A,G1,RE,RE→RE→WA→TLE,4,false,1,0.05
A,G1,RE,RE→RE→WA→WA→RE→RE→RE→RE→WA→AC,10,true,1,0.05
A,G1,RE,RE→RE→RE→RE→RE→RE→RE→WA→AC,9,true,1,0.05
A,G1,RE,RE→RE→RE→RE→RE→RE→RE→RE→RE→WA→WA→WA→RE→WA→WA→WA→WA→WA→WA→WA→AC,21,true,1,0.05
A,G1,RE,RE→WA→WA→WA→WA→RE→AC,7,true,1,0.05
A,G1,RE,RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→AC,17,true,1,0.05
A,G1,RE,RE→RE→RE→RE→RE→RE→RE→WA→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE,20,false,1,0.05
A,G1,RE,RE→CE→RE→WA→WA→WA→WA→AC,8,true,1,0.05
A,G1,RE,RE→RE→RE→WA→RE→RE→RE→AC,8,true,1,0.05
A,G1,RE,RE→WA→WA→WA→WA→WA→AC,7,true,1,0.05
A,G1,RE,RE→RE→CE→RE→RE→RE→RE→CE→CE→CE→CE→RE,12,false,1,0.05
A,G1,RE,RE→RE→RE→RE→RE→WA→WA→RE→RE→AC,10,true,1,0.05
A,G1,RE,RE→RE→RE→WA→WA→WA→CE→AC,8,true,1,0.05
A,G1,RE,RE→WA→RE→RE→RE→RE→RE→RE→RE→RE→RE,11,false,1,0.05
A,G1,RE,RE→CE→RE→RE→RE→RE→CE→WA→WA→WA→WA→CE→WA,13,false,1,0.05
A,G1,RE,RE→RE→RE→RE→RE→RE→RE→RE→RE→WA,10,false,1,0.05
A,G1,RE,RE→WA→WA→CE→CE→CE→AC,7,true,1,0.05
A,G1,RE,RE→RE→RE→RE→CE→RE,6,false,1,0.05
A,G1,RE,RE→RE→RE→RE→RE→WA→RE→RE→RE→RE→CE→CE→RE→RE→RE→RE→RE→RE→WA,19,false,1,0.05
A,G1,RE,RE→RE→RE→WA→WA→WA→WA→WA→AC,9,true,1,0.05
A,G1,RE,RE→WA→RE→WA→WA→WA→RE,7,false,1,0.05
A,G1,RE,RE→RE→RE→RE→RE→RE→WA→AC,8,true,1,0.05
A,G1,RE,RE→RE→WA→CE→WA→WA→WA→RE,8,false,1,0.05
A,G1,RE,RE→CE→CE→CE→CE,5,false,1,0.05
A,G1,RE,RE→CE→CE→RE→RE→RE→RE→CE→WA→WA→CE→WA→RE→WA→WA→AC,16,true,1,0.05
A,G1,RE,RE→RE→CE→RE→AC,5,true,1,0.05
A,G1,RE,RE→RE→RE→RE→RE→RE→WA→RE→WA→RE→WA→WA→WA→RE→RE→WA→AC,17,true,1,0.05
A,G1,RE,RE→RE→RE→WA→WA→RE→RE→RE→RE→RE,10,false,1,0.05
A,G1,RE,RE→WA→WA→WA→WA→RE→RE→AC,8,true,1,0.05
A,G1,RE,RE→RE→WA→WA→WA→WA→RE→WA→AC,9,true,1,0.05
A,G1,RE,RE→RE→RE→WA→WA→RE,6,false,1,0.05
A,G1,RE,RE→WA→WA→WA→WA→WA→WA,7,false,1,0.05
A,G1,RE,RE→RE→RE→RE→RE→WA→WA→WA→WA→AC,10,true,1,0.05
A,G1,RE,RE→RE→RE→RE→RE→RE→RE→WA→RE→WA→RE→RE→RE→RE→AC,15,true,1,0.05
A,G1,RE,RE→RE→RE→WA→RE→WA→AC,7,true,1,0.05
A,G1,RE,RE→RE→RE→CE→RE→RE→RE→RE→RE→WA→CE→AC,12,true,1,0.05
A,G1,RE,RE→WA→RE→WA→WA→WA→WA→AC,8,true,1,0.05
A,G1,RE,RE→WA→WA→WA→RE→AC,6,true,1,0.05
A,G1,RE,RE→RE→RE→CE→RE→WA→AC,7,true,1,0.05
A,G1,RE,RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→WA→WA→AC,13,true,1,0.05
A,G1,RE,RE→RE→RE→RE→RE→RE→RE→WA→WA→RE→WA→WA→WA→WA→RE→WA→WA→WA→RE,19,false,1,0.05
A,G1,RE,RE→WA→RE→WA→WA→RE→RE→RE→AC,9,true,1,0.05
